Rocks break down in all of the following ways except,frost,melting in the sun,salt crystal growth,growth of vegetation,unloading (weight),B
All the following are important isolating factors in forming ecological hot spots except,isolation over geological time,peninsula geography,mountains,oceans,recreational parks and spas,E
"Using the figure below asdf, organic biomass is made available to crops through nitrification and",lithification,leaching,evapotranspiration,extinction,radioactivity,B
K-adapted species are described by most of the following characteristics except,niche specialists,prey,slow growth,few offspring,predators,B
The Food and Drug Administration (FDA) and U.S. Department of Agriculture (USDA) enforce Environmental Protection Agency (EPA) regulations and have the authority to,track bycatch species' growth in foreign countries,award poachers monetary prizes,make plants less drought tolerant,destroy any pesticide shipments in violation of EPA limits,eliminate sustainable farming methods,D
"For centuries, native people have protected land resources with crop rotation and",nomadic herding,pesticides,high-rise construction,remote sensing,elevated vegetable prices,A
The Environmental Protection Act lists over _________ toxic air pollutants released yearly from U.S. mining operations.,10,20,50,70,100,E
The First Law of Thermodynamics states,solar energy is a heat sink,energy cannot be created or destroyed,the universe tends toward order,fusion reduces radioactivity of elements,dark energy is impossible,B
The creation of the Institute of Nuclear Power Operations (INPO) set,radiation limits in humans,insurance rates for nuclear accidents,guidelines for nuclear power plant operations and communications,guidelines for advertising dollars,low standards for employee qualifications,C
"Using the table below asdf, which of the following sounds is closest in its decibel level to an operating wind turbine?",Alarm clock,Lawn mower,Refrigerator,Normal conversation,Airplane propeller,D
What is a positive use of radioactive elements?,Toothpaste,Water treatment,Fertilizer,Detection of disease,Removal of freckles,D
The International Union for Conservation of Nature (IUCN) was created to protect all the following except,nutrient recycling,genetic diversity in plants,real estate values,critical water values,wild species and ecosystems,C
What is the smallest physical form of rocks?,Gravel,Boulders,Dust,Sand,Pebbles,C
Extinct species like the Dodo or Moa birds lost their defenses over time because of,isolation,constant competition,camouflage,political short-sightedness,biological diversity,A
"When calcium and carbon are taken up and stored by marine creatures during shell building, it is done through",subduction,bivalve variation,biomineralization,superposition,tertiary consumption,C
"Of the inert pesticide ingredients examined in the Food Quality Protection Act, what percentage has been identified by the EPA as carcinogens, occupational hazards, and air/water pollutants?",15%,25%,50%,75%,100%,C
One unexpected negative of better water treatment is,increased disease,loss of inland marine habitat,lower water taxes,decreased rural foot traffic,increased population growth and urban ecological footprint,E
What country is the biggest supplier of crude oil to the United States?,Saudi Arabia,Kuwait,Canada,Mexico,Egypt,C
Which of the following nuclear power characteristics is most useful?,Radioactive waste,Environmental pollution,Short-term waste storage options,Electricity generation,Thyroid susceptibility to radiation,D
Which energy source gives off steam as its only waste product?,Solar,Nuclear,Hydrogen cell,Coal,Biofuel,C
"In the United States, what federal agency protects workers from noise pollution?",Occupational Safety and Health Agency (OSHA),Food and Drug Administration (FDA),Federal Bureau of Investigation (FBI),National Center for Atmospheric Research (NCAR),US Department of Agriculture (USDA),A
Which of the following biological or physical characteristics are not collected by remote sensing instruments?,Surface temperature,Location,Reflectance,Land use,Plant specimens,E
All the following are important water conservation methods except,better farming techniques,oscillating sprinkler systems,dry cooling systems,preventable runoff,irrigation canals,B
"A place where water is stored for some period of time (e.g., atmosphere, ocean, or underground) is called a",dam,stream,lock,reservoir,diversion,D
"Using the table below asdf on population distribution, which continent has the lowest population percentage of the world's total?",Africa,Latin America,Asia,North America,Europe,D
"When gas and oil are extracted from shale by drilling and injecting water to open tight rock formations, it is called",sonification,densitometry,ossification,dowsing,fracking,E
Most commercial aircraft travel takes place in the lower part of the,upper troposphere,United States,inverted air mass above a mountain range,stratosphere,ionosphere,D
Hazardous waste is all the following except,highly flammable,corrosive,a health hazard,nontoxic,reactive,D
"When rain has no time to evaporate, transpire, or move into groundwater reserves, it becomes",no problem,runoff,infiltration,permeation,wetlands,B
"To conserve water, major U.S. cities require new building construction to use",foreign plywood,water-saving toilets,copper wiring,slow-running faucets,small-head shower nozzles,B
Societies in stage 2 of the demographic transition model are often,agricultural societies with increasing death rates,agricultural societies with decreasing death rates,agricultural societies with increasing birth rates,industrial societies with increasing birth rates,industrial societies with decreasing birth rates,B
The Mexican/U.S. border culture region is best defined as,a formal region,a functional region,a vernacular region,an absolute location,a relative location,A
All of the following may be reasons behind forced migration EXCEPT,war and terrorism,natural or environmental disasters,lack of employment opportunities,government orders to move,fear of government persecution,C
An instance of contagious diffusion can be seen in the way that,the ancient Polynesians travelled to Hawaii in canoes,humanistic ideas spread through the Italian peninsula and eventually into northern Europe,the British brought soccer to rural Argentina through their railroad lines,"a Cabinet secretary issues orders to his underlings, who then pass on the orders to their underlings",young city dwellers' desire to avoid vehicle ownership stimulated the creation of ride-sharing services,C
The type of religious architecture that does NOT have a common design style is,Islamic mosques,Hindu shrines,Jewish synagogues,Christian cathedrals,Buddhist pagodas,C
The Dependency Ratio describes,the number of people too young or old to work compared to the number of people in the work force,the population of a country with declining fertility rates compared with the population of a country with rising fertility rates,the decimal value by which a population with suboptimal fertility rates is beneath 2.1,the overall balance between imports and exports,the net emigration from a country versus the net immigration to a country,A
"On certain maps, the shape of Greenland is accurate, but the size of the island appears to be larger than South America. The name of this intentional distortion is called a(n)",equal-area projection,Lambert projection,Mercator projection,Robinson projection,Goode's homolosine projection,C
"An optimal TFR for a society is 2.1. The TFR of many Western European countries ranges from 1.4 to 1.8. In those countries, this subreplacement fertility rate has been largely offset by",longer lifespans,greater rate of childhood mortality,lack of antibiotics,increased immigration,a higher rate of divorce,D
An example of cultural synthesis would be,the practice of building a church upon the location of a mosque,the creation of a new style of music from the traditions of two separate groups of immigrant colonizers,a pidgin language that uses simplified vocabulary and verb conjugations,a village that has refined a single recipe for many generations,a system of rigid social classes inherited from colonial occupiers,B
All of the following are true about the geographic center and the population-weighted centroid of a country EXCEPT,"one can change with time, while the other cannot","one measures a geometric center of a nation, whereas the other averages the spatial weight of the population",Canada is the only country in which both occupy the same point,the population-weighted center of the United States has been slowly moving westward,the mean center and the median center are different,C
Push factors that result in migration away from rural agriculture include all of the following EXCEPT,political rebellions in rural areas,use of agricultural chemicals,better opportunity for employment in urban areas,natural disasters such as drought or flooding,the increasing cost of renting arable land,C
Which of the following styles is associated with houses having one long pitched roof in front and a low-angle roof in back?,Cape Cod,Federalist,I-house,Georgian,Saltbox,E
The main reason that the catastrophe predicted by Thomas Malthus hasn't occurred yet is,"human population grew in an arithmetic manner, not an exponential one",the J-curve of population always exceeds the J-curve of food production,soil erosion has limited food production capabilities in many parts of the world,changes occurred in the quantity and quality of food consumption in First-World countries,the invention of agricultural technology boosted the value of food production,E
Which system of land division relies on the use of natural landscape features?,Long lot,Caste,Township and range,Belief,Metes and bounds,E
One of the first uses of remote-sensing technology was to,determine soil moisture content to make crop yield predictions,unearth ancient archaeological sites in inaccessible jungles,monitor environmental degradation in wetland ecosystems,predict retail earnings and market share by counting cars in shopping mall parking lots,provide intelligence regarding Soviet arms during the Cold War,E
Zero population growth occurs when,the birth rate is greater than the death rate,a country has a negative rate of natural increase,the birth rate is equal to the death rate,a country has a positive rate of natural increase,the death rate is greater than the birth rate,C
The type of map that would best describe the massive human migration that followed the partition of India in 1947 would be,a choropleth map,an isoline map,a dot density map,a flow-line map,a cartogram,D
Contemporary architecture typically features all of the following EXCEPT,recycled materials,green energy technologies,nontraditional materials,symmetrical design,use of curvature,D
All of the following are examples of Creole societies EXCEPT,Cape Verde,Seychelles,Louisiana,Brazil,Argentina,E
A lingua franca refers to,the use of French in the field of diplomacy,an archaic expression for kissing with one's tongue,any language that is used as a bridge between speakers whose native languages are different,"the difficulty of pronouncing French vowel sounds, particularly at the ends of words",the practice of acquiring a second language,C
"The Basque people, who live in both Spain and France and who speak their own ancient language called Euskadi, would be described as an example of",a confederation,a stateless nation,a supranational organization,a nation-state,a sovereign territory,B
"According to the Heartland-Rimland model, a region with a strong agricultural belt would also have",a region with an equally strong manufacturing sector,a political movement demanding annexation of surrounding states,an Inner Crescent and an Outer Crescent,a predatory neighboring state eager to grab the fertile territory,a policy of containment of one's geographic enemies,D
Which of the following is NOT a primary purpose of the European Union?,Allow free trade amongst member countries,Institute open-border policies within the union,Establish a monetary union amongst member countries,Reduce the threats of terror cells in member countries,Propose and approve laws within the union,D
All of the following are examples of products from appellations of origins EXCEPT,Champagne from France,maple syrup from Vermont,prosciutto di Parma ham from the Emilia-Romagna region of Italy,pizza from Naples,tequila from Mexico,D
Allocational border disputes occur when,border treaties are interpreted two different ways by states,a border moves due to geographical changes,cultures argue over different religious locations,"borders are agreed upon, but physically crossing the border is troublesome",a resource lies on two sides of a border,E
The border system for oceanic boundaries is divided into,high seas and low seas,national waters and international waters,physical borders and geometric borders,territorial seas and the Exclusive Economic Zone,antecedent boundaries and superimposed boundaries,D
All of the following are signs of negative RNI (rate of natural increase) EXCEPT,a highly urbanized population,the deterioration in the status of homemaker,an increased rate of divorce,an increased rate of immigration,an increase in DINK households,D
An example of annexation is,Hitler's invasion of Poland,Thomas Jefferson's Louisiana Purchase,King Leopold II of Belgium's arrival in the Congo,the monastery at Angkor Wat,the construction of the Great Wall of China,B
"The border between India and Pakistan, a country that was formed during the Partition of 1947, would be an example of a type of boundary that is",antecedent,relic,subsequent,superimposed,temporary,D
North Korea is one of the few remaining examples of a,feudal economy,free-market economy,Marxist-socialist planned economy,balkanized political system,reunified society,C
All of the following would be examples of places with sequent occupancy EXCEPT,New York City,Spain,Jerusalem,Sweden,New Zealand,D
During which stage of the demographic transition model does the diffusion of fertility control begin to play a significant role?,1,2,Between stage 2 and stage 3,3,4,D
Minarets are prominent in the architecture associated with which of the following religions?,Judaism,Buddhism,Islam,Christianity,Hinduism,C
,their experience with a baby bust,their history of external war,their gender imbalance,their respective rates of growth,their economic development,D
Central place theory is most obviously expressed in,a pulpit facing a congregation in most synagogues,a city market's location at a transportation node,a ring freeway that encircles a metropolitan area,a school playground located adjacent to the structure,a police station's location closest to the sites of crime,B
"Which of the following requires a lot of labor, focuses on a small plot of land, or both?",Extensive agriculture,Pastoralism,Hunting and gathering,Nomadic herding,Intensive agriculture,E
All of the following can contribute to desertification EXCEPT,overgrazing,slash and burn agriculture,deforestation,soil salinization,extensive pastoralism,B
Which of the following was introduced to the Old World as part of the Columbian exchange?,Wheat,Apples,Horses,Peanuts,Goats,D
The concept of transhumance is associated with,stage two of the demographic transition model,Buddhist spiritual practices,pastoralism,subsistence farming,hunting and gathering societies,E
All of the following characteristics mark the Third Agricultural Revolution EXCEPT,the internationalization of industrialized farming,"the use of larger, more powerful agricultural equipment",research in biotechnology and food processing,the invention of artificial chemical fertilizers and pesticides,the growth of the Green Revolution,D
Subsistence agriculture is LEAST likely to be,very intensive,marked by high amounts of labor inputs,performed on small plots of land,conducted in areas with high physiologic density,susceptible to famine caused by drought or armed conflict,B
"According to von Thünen's model, land use is defined primarily by",walkable communities that do not rely upon motorized transportation for daily life,the commodification of highlands and other peripheral areas for grazing,a greater density of medicinal crops than edible crops,the replanting of forests at greater distance from town than tradition dictates,an inverse relationship between the value of the labor and the distance from the center of town,E
Which of the following refers to the minimum number of people required to support a business?,Range,Threshold,Travel time,Hearth,Spatial perspective,B
A megacity is defined as a metropolitan area with a population greater than,1 million,5 million,10 million,25 million,50 million,C
All of the following are consequences of urban transportation EXCEPT,environmental damage due to the release of greenhouse gases,increased access to mass transit,increased controversy regarding construction subsidization,a decline in public health because of vehicle emissions,traffic congestion due to increased personal vehicle use,B
One advantage of the sector model over other models of urban structure is that,it portrays a decentralized vision of urban life,it incorporates both industrial corridors and ethnic neighborhoods,it implies that there are multiple nodes of business,it explores the concept of public religiosity,it relies upon the certainties of mathematical modelling,B
A major difference between an Anglo-American city and a Latin American city is,the central business district is significantly larger in Anglo-American cities than in Latin American cities,"major boulevards lead out of the central business district in Anglo-American cities, while a patchwork of streets serves the same function in Latin American cities","the poor are located in the inner city in Anglo-American cities, while in Latin American cities, they're located at the outer periphery","the wealthy in Anglo-American cities stayed within the city center, while the wealthy in Latin American cities fled to the exurbs",it takes longer for squatters in Latin America to achieve land tenure than it does for squatters in the United States,C
An edge city contains which of the following?,"Transportation nodes, telecommuting, retail space","Little office space, much retail space, telecommuting","Much office space, little retail space, transportation nodes","Much retail space, weak city government, high daytime population","Much office space, strong city government, low daytime population",D
"The gravity model of human geography estimates the strength of the relationship between two places. What is it that causes Rio de Janeiro, Brazil (population: 11 million) to have a greater gravity with Belo Horizonte, Brazil (2 million) than with New York City (20 million)?",Their shared language,Their transportation network,Their crime rates,Their governing philosophies,Their distance apart,E
"In the bid-rent curve, it is expected that as the distance from the PLVI decreases",the crime rate increases,the crime rate decreases,the cost of transportation increases,the price of land increases,the price of land decreases,D
"According to the chart above, Santiago contains nearly ten times as many people as the next biggest city. It can be concluded from this that Santiago must be",an entrep?t,a gateway city,a megacity,a primate city,a world city,D
"The garden city movement, which pioneered planned developments with detached single-family homes, was the beginning of the growth of",deindustrialization,central business districts,high-density zoning,gentrification,suburbia,E
Which of the following was NOT a method by which segregation was enacted in neighborhoods?,Jim Crow laws,Federal fair-housing laws,Redlining,Restrictive covenants,Racial steering,B
Which stage of production is concerned with activities such as finance and banking?,Primary,Secondary,Tertiary,Quarternary,Quinary,D
"According to Wallerstein's world systems theory, which of the following would be true?",Core countries primarily export raw materials to other countries.,Semi-peripheral countries are located between the core and periphery.,Peripheral countries have mostly service-based economies.,Core countries are the most economically developed and powerful.,Semi-peripheral countries primarily export goods to core countries and import goods from peripheral countries.,D
The most important reason for the rising use of alternative energy crops such as ethanol and biodiesel has been,the rapid increase in the price of oil,the public relations efforts of alternative energy advocates,the large amount of waste oil from deep fryers,the slash and burn agriculture occurring in Brazil that has seen the growth of millions of acres of new sugar cane,the improvement in irrigation techniques,A
All of the following are Old Asian Tigers EXCEPT,Japan,Taiwan,China,South Korea,Singapore,C
Which of the following includes only aspects of tertiary production?,"Finance, mining, transportation","Transportation, wholesaling, retailing","Agriculture, energy, fisheries","Forestry, processing, fabrication","Tourism, entertainment, communications",B
The links between producers and consumers in the production and distribution of goods are known as,value-added processing,sustainable economies,commodity chains,low-benefit services,high-benefit services,C
"One of the problems with using the terms First World, Second World, and Third World to describe countries is that",First-World countries are sometimes lacking free markets and a high level of productivity value per person,"the terms are slightly misleading, since Second-World countries are not necessarily between First- and Third-World countries, but instead are communist centrally planned economies",Third-World countries have agricultural or resourced-based economies but a high quality of life,"some First-World countries, such as Argentina, actually resemble Second-World countries","some countries, such as Japan, can't be categorized in this schema",B
Rostow's theory of stages of growth fails to take into account all of the following EXCEPT,a set of preconditions needed to transition from an agricultural to a manufacturing economy,the historical patterns of non-industrialized countries,industrialized nations' forcible extraction of valuable natural resources in the Third World,the role of governmental corruption in the development of a country,the Third-World countries' dependence upon international loans to transnational corporations,A
"Software development, customer-service call centers, and corporate headquarters are all examples of",outsourced services,weight-losing manufacturing,activities located at the end of the supply chain,activities that have struck a balance between threshold and range,activities that aren't tied to any specific location,E
Which of the following is NOT a characteristic of the modern service economy?,A labor force composed of hourly employees who receive few benefits,A labor force composed of salaried employees who receive many benefits,A draw for investors,The creation of both durable and non-durable goods,Heavily dependent upon computer technology,D
The difference between GDP (gross domestic product) and GNI (gross national income) is,"GDP measures collective wealth or productivity, but GNI measures general well-being","GDP considers goods and services, but GNI also considers exports and imports","GDP absorbs only data from the service economy, but GNI takes into account data from both service and manufacturing economies","GDP is a measure of inflation, but GNI indicates a standard of living","GDP measures the personal income of an average worker, while GNI measures the purchasing power of that worker",B
"Since the 1950s, suburbia has been the predominant model of American life. Its growth can be LEAST attributed to",federal home loan programs,the migration of business districts to the suburbs,the existence of growth boundaries,increasing crime rates in the inner city,the arrival of freeways,C
The Altaic language family encompasses both,Turkish and Mongolian,Korean and Japanese,Yoruba and Zulu,Farsi and Urdu,Tibetan and Burmese,A
All of the following are complaints about First-World transnational corporations EXCEPT,their tendency to create economic dependency of LDCs (lesser developed countries) on MDCs (more developed countries),their postcolonial exploitation of the populations of LDCs for lower wages,their desire to invest in modern technological equipment and worker training,"the sudden loss of jobs in LDCs if demand and investment decline, particularly when the trade is based on one or two resources",their lack of profit-sharing agreements with local governments and populations,C
The reasons for massive influx of foreign manufacturing to China in the 1990s and 2000s includes all of the following EXCEPT,low-cost Chinese labor,internal Chinese political reforms,establishment of SEZs (special economic zones) in Chinese coastal cities,more efficient shipping of goods back from China,competition from domestic Chinese companies,E
The quaternary sector of the economy includes,copper mining,guitar manufacturing,chemical waste disposal,financial analysis,tour guide,D
Which of the following is NOT a common criticism of Rostow's theory of the stages of growth?,A traditional society is not necessary for growth.,The preconditions for takeoff do not need to exist prior to takeoff.,Not all societies have a comparative advantage in international trade.,There is considerable overlap between the stages.,The takeoff implies an end to historical change.,C
"A developing country is experiencing a shortage of socks. Instead of purchasing socks that were manufactured in a developed country, this developing country could best help itself accumulate capital by",using tax breaks to lure foreign manufacturers to open a sock factory within its borders,building a locally owned factory to manufacture its own socks,boycotting the purchase of all foreign socks,lifting requirements that foreign companies deposit all profits from sock manufacturing in local banks of the developing country,nationalizing all related textile industries and converting them to sock manufacturing,B
Tourism plays the most vital role in the economy of which of the following regions?,Central Asia,The Middle East,Sub-Saharan Africa,Scandinavia,The Caribbean,E
The graphs above illustrate the consequences of which of the following events in agricultural history?,Scientific plant breeding,The invention of the moldboard plow,The Industrial Revolution,The Green Revolution,The invention of the combine harvester,D
Which of the following statements can be best concluded from the graphs?,Latin America currently leads Asia in the production of wheat.,Latin America is the most productive agricultural region in the world.,Asia consistently produces more wheat than Sub-Saharan Africa.,Asia saw growth in every type of crop during this time period.,It is difficult for the geography of the Middle East and northern Africa to support the cultivation of rice.,E
The Abrahamic tradition is most distinct from the Hindu-Buddhist tradition in,the willingness of Abrahamic devotees to slaughter members of other religions,the belief in a higher plane of existence,the belief in continued existence after death,the absence of the Abrahamic tradition from Southeast Asia and the Oceanic regions,the difference between monotheism and polytheism,E
The sharp increase in the rate of wheat production in most parts of the developing world can be attributed primarily to the efforts of which of the following people?,Norman Borlaug,Eli Whitney,Louis Pasteur,Johann Von Thünen,Mahatma Gandhi,A
A command economy is marked by all of the following EXCEPT,private ownership of capital,centralized planning,fixed pricing,resources determined by macroeconomic concerns,limited individual freedom,A
One important characteristic of a bulk-reducing industry is,its low transportation costs,its eventual consolidation into a monopoly,its reliance upon minerals for inputs,"its factories, which tend to be located close to its inputs","its products, which tend to be less dense",D
Larry Ford and Ernest Griffin were pioneers of,Malthusian theory,industrial location theory,concentric zone model,Latin American city model,the Demographic Transition Model,D
The process of adjusting the legislative representation of a county after it loses population is called,gerrymandering,devolution,reapportionment,splitting,sovereignty,C
Nazi Germany's claim on Sudetenland of Czechoslovakia is an example of,diaspora,deterritorialization,socialism,irredentism,ethnonationalism,D
The articles in the document above describe a political framework typical of most republics known as,a confederation,separation of powers,Bill of Rights,democracy,amendments,B
"As a percentage of total national power, alternative forms of energy are being used with the most success in which of the following nations?",Denmark (solar); France (wind); Morocco (nuclear),France (solar); Germany (wind); Ecuador (nuclear),Germany (solar); Spain (wind); France (nuclear),Morocco (solar); Mexico (wind); Denmark (nuclear),Mexico (solar); South Korea (wind); Germany (nuclear),C
"In 2005, a constitution with similar provisions failed to be ratified by which of the following groups?",The North Atlantic Treaty Organization,The republic of South Sudan,The European Union,Yugoslavia,The International Monetary Fund,C
"To calculate the rate of natural increase (RNI), the difference between what two factors should be divided by ten?",The obesity rate and the death rate,The birth rate and the densification rate,The densification rate and the death rate,The death rate and the birth rate,The birth rate and the obesity rate,D
North Carolina's Research Triangle consists of three major scientific research universities and is home to numerous high-tech companies. This region is known as a,superimposed boundary,contemporary cultural hearth,buffer state,growth pole,technopole,E
"According to the rank-size rule, in a country whose largest city contains 800,000 people, its fourth-largest city contains","1,600,000 people","800,000 people","400,000 people","200,000 people","100,000 people",D
A negative rate of natural increase can often be seen in societies that,have banned or greatly restricted immigration,do not take censuses,are developing nations and do not recognize modern methods of measurement,feature an aging population,have suffered a devastating war,E
All of the following are reasons for American suburbanization in the 1950s EXCEPT,increased use of freight trains for industrial transportation,new federal home loan programs,assembly line method of home construction,increased family incomes,an expanding network of roads and freeways,A
An example of a fuzzy cultural border would be,where Dixie ends and the American Northeast or Midwest begins,between the epicenter of Jainist belief and the region where African Voodoun is mainstream,where the Wailing Wall ends and the Temple of Solomon begins,the transition from modern to contemporary architecture,between the Kurgan hearth and the Anatolian hearth,A
The headwear portrayed in the photo is best interpreted as,an instance of Islamic supremacy,a key example of mainstream Arabic clothing customs,an outdated regional clothing preference,symbolic belief in the innate corruption of humans,a strict interpretation of cultural rules governing modest dress,E
The prohibition of the niqāb by France is an example of,an instance of cultural superiority,a denial of cultural diffusion,the reluctant rejection of globalization,a shift in cultural hearth,the role of trade in human migration,B
The Kashmir region of India is primarily known for,its allocational border dispute,its postcolonial frontier border dispute,its unusual territorial morphology,its annexation of Pakistan,its planned capital city,B
An identifiable land area is known as a,country,nation,state,nation-state,culture group,A
All of the following are policies or programs that attempt to increase capital accumulation within Third World economies EXCEPT,Internalization of economic capital,Nationalization of natural resource-based industries,Technology development programs,Export substitution,Profit-sharing agreements,D
Which of the following is a monotheistic religion?,Hinduism,Islam,Buddhism,Voodoo,Animism,B
"A primary problem with a communist system of agriculture, as compared to the capitalist system, is that",there is no incentive to produce over a quota,the demand for products was never high enough to generate income,individuals produce far more product than necessary and demand lowers,there is a decentralized agricultural network that leads to high transportation costs,the reward for producing excess crop is limited to the social elite,A
Stage Four of the Demographic Transition Model is characterized by,a pre-agricultural economy,an agricultural economy,a manufacturing economy,a service-based economy,an evolving economy,D
All of the following are considered examples of a life-course change EXCEPT,Going away to college,Accepting a job in a different city,Going on vacation to Florida,Retiring to Arizona,Moving to the suburbs to raise children,C
The language with the greatest number of native speakers in the world is,Spanish,English,Hindi,Mandarin,Arabic,D
It can be most logically concluded from the graph that,"when compared with the amount of emissions from buses and trains, there is no substantial difference between the amount of emissions from hybrid, diesel, or gasoline automobiles","private, individual forms of transportation emit less than public, shared forms of transportation",nations with public transportation systems will emit less carbon dioxide than nations without public transportation,it is always recommended to take a tram over a motorbike,the operation of all forms of transportation causes emissions,A
An increase in transportation emissions is most closely correlated with,a decrease in food production,a decrease in total population,an increase in population density,an increase in per capita income,a decrease in per capita income,D
A small-scale farmer who successfully survived the farm crisis in rural areas would NOT have,initiated a marketing campaign demonstrating his commitment to animal welfare,begun to sell non-GMO certified products,switched from a diverse range of crops to corn-and-soybean monoculture,invested in heirloom varieties of produce,purchased open pastures or large outdoor pens for free-range poultry,C
"During the Columbian exchange, which one of the following products found its way from the Old World to the New World?",Tobacco,Potatoes,Citrus,Cacao,Turkey,C
All of the following are examples of a centrifugal force EXCEPT,the success of the U.S,the Japanese defeat in World War II,the falling value of Argentina's currency,Venezuela's Hugo Chavez firing ten thousand civil servants who opposed him,the vandalization of Jewish cemeteries,A
What effect did the publication of The Communist Manifesto have upon Russian agriculture?,An improvement in the standard of living for all farmers everywhere,The eventual collectivization of farms by the Soviet system,An immediate decline in the level of agricultural efficiency,A return to a feudal arrangement wherein wealthy aristocrats owned most of the land,The selection of wheat over corn because of its perception as the grain of the common man,B
Which of the following is NOT an example of a universalizing religion?,Baha'i,Christianity,Buddhism,Islam,Hinduism,E
"There have been three major periods of immigration to the United States: 1840-1850, 1880-1924, and 1965-present. Which of the following, arranged in chronological order, represents the primary immigrant groups of each period?","Mexicans and Irish; Eastern and Southern Europeans; Jews, Muslims, and Latinos",English and Irish; Irish and Germans; Eastern Europeans and Mexicans,Eastern and Southern Europeans; Irish and Germans; Africans and Latinos,"Irish and Germans; Eastern and Southern Europeans; Chinese, Indian, and Mexican","French, Dutch, and English; Italians and Scandinavians; Arabs and Chinese",D
The Know-Nothing party is an example of what common political reaction to large-scale immigration?,a multiethnic state,expansion of civil rights,nativism,conservatism,populism,C
"Within the Demographic Transition Model, the difference between migration in Stage 2 societies and migration in Stage 4 societies is that","Stage 2 migrants tend to be male, whereas Stage 4 migrants tend to be both male and female","Stage 2 migrants tend to seek political freedom, whereas Stage 4 migrants tend to seek education","Stage 2 migrants tend to migrate internationally to developed countries, whereas Stage 4 migrants tend to migrate internally","Stage 2 migrants tend to migrate towards rural areas, whereas Stage 4 migrants tend to migrate towards urban areas","Stage 2 migrants tend to migrate for economic reasons, whereas Stage 4 migrants tend migrate for religious reasons",C
The North and South Poles are,0° latitude,0° longitude,90° latitude,90° longitude,180° longitude,C
Which of the following has NOT been suggested as a cause of the rise of democracy in the twentieth and twenty-first centuries?,Economic development,Industrialization,Globalization,Wealth from petroleum,Mixed geographic constituencies,D
The Arab Spring of 2011,"undermines the depicted trend, because it roughly suppressed democratic uprisings","supports the depicted trend, because it represented the outbreak of the demand for democratic rights in an autocratic region","neither challenges nor supports the depicted trend, because it was unrelated to politics",continues to be felt in religious communities around the world,changed the direction of the depicted trend,B
"The workers who survived the Black Plague, which killed nearly a third of European population, ironically saw their wages rise in later years. This phenomenon is best explained by",natural resource depletion,national choice theory,Marx's theory of surplus value,Keynesian economics,the iron law of wages,E
"When the largest city in a country has at least twice the population of the country's next largest city, it can be designated as a(n)",megacity,world city,megalopolis,entrep?t,primate city,E
The trend depicted in the graph has been challenged in recent years by,the Arab Spring,the global takeover of reactionary politics,a sudden uptick in the number of countries embracing autocracy,a series of democratic revolutions,the spread of globalized culture,C
"The United Nations developed a metric by which the health of a nation can be judged. It measures standard of living, longevity, and access to education. The name of this metric is",the Global Peace Index,the Human Development Index,the Genuine Progress Indicator,the Social Progress Index,the Gross National Happiness Index,B
Geographers define place as,the geometric surface of the earth,an area wherein activity occurs on a daily basis,the relationship between an object to the earth as a whole,an area of bounded space of some human importance,the ratio of distance on a map to distance in the real world,D
"Compared with the Indo-Iranian language family branch, the Romance language family branch is",more complicated,older,less numerous,less diffused throughout the world,more enjoyable to speak,C
"According to Figure 2, the majority of the world's population is",living in rural areas,living in urban areas of any size,"living in urban areas of 100,000 or more people","living in urban areas of 500,000 or more people",living in megacities,B
The contradiction that can be best drawn from both Figures 1 and 2 is that,population density does not correlate with overall population,Asia is viewed by the rest of the world as largely rural,excessive urbanization is mostly a Western phenomenon,the rate of natural increase is greater in Asia than it is in other continents,"while megacities account for the largest individual urban populations, the number of people living in megacities is actually less than the number of people living in smaller categories of cities",E
"From a linguistic perspective, the birth of modern English is typically dated to which year?",711 c.e.,814 c.e.,1066 c.e.,1492 c.e.,1588 c.e.,C
"According to the Demographic Transition Model, which of the following is NOT a cause of the decreased death rate in Stage 2 societies?",increased sanitation,increased factory production,increased physical labor,increased access to education,increased access to food markets,C
Which of the following is an example of agricultural biotechnology?,fertility sensors for cattle,genetically modified soybean oil,controlled fire management,a strain of wheat that is naturally resistant to pests,a pesticide made from inorganic chemicals,B
"From a production perspective, the biggest challenge to modern popular consumer culture is",boredom resulting from too many entertainment choices,"income inequality, leading to economic crashes",animal rights activists protesting the global spread of meat consumption,finding sources of the raw materials needed for production,the amount of waste that it generates,E
India has an RNI (rate of natural increase) of 1.09 percent. This results in a population doubling time of approximately,36 years,64 years,69 years,76 years,140 years,B
"Which of the following is NOT a typical consequence of ""impressive initial advances in health care"" such as the ones seen in Cuba?",Lower infant mortality rate,A reduced fertility rate,A reduced rate of disease,Higher health care costs,Increased longevity,D
"The ""productivity levels required for sustained growth"" in the final paragraph implies that","according to the Demographic Transition Model, Cuba was attempting to move from a Stage 2 to a Stage 3 society",a society's standard of living is determined entirely by the work ethic of that society,it is possible for a society to reach full employment,economic growth cannot be achieved by a communist society,the revolution was a mistake and that foreign investors should have been invited to return,A
"One problem with conformal projection maps of the earth, such as the Mercator, is that they distort",the topography of the land masses,"the size of the continents, particularly as the longitude increases",the actual shape of polygons,the relative area of one part of the map to another,both the actual shape of the polygons and the relative area,D
